ccp_alpha,n_leaves,oos_rank_ic
0.0,16,0.16641747040609212
0.005307284002137869,15,0.16641747040609212
0.010780866353539809,13,0.16641747040609212
0.019378593766038676,12,0.16641747040609212
0.057827483714810834,11,0.16641747040609212
0.06023158774012716,10,0.16641747040609212
0.07409776245368416,8,0.16641747040609212
0.08683312235869245,7,0.16641747040609212
0.12255713208059049,6,0.16641747040609212
0.13681058508206684,4,0.16641747040609212
0.32686767078364504,1,0.16641747040609212
